trip_id,start_time,end_time,headway_secs
16J_16J_S_1_3,06:52:30,06:57:00,270
16J_16J_S_1_3,06:57:00,07:21:00,240
16J_16J_S_1_3,07:21:00,07:30:45,195
16J_16J_S_1_3,07:30:45,07:45:45,180
16J_16J_S_1_3,07:45:45,08:35:15,165
16J_16J_S_1_3,08:35:15,08:45:45,210
16J_16J_S_1_3,08:45:45,08:50:05,260
16J_16J_S_1_3,08:50:05,08:54:35,270
16J_16J_S_1_3,08:54:35,09:09:35,300
16J_16J_S_1_3,09:09:35,09:15:25,350
16J_16J_S_1_3,09:15:25,10:14:35,355
16J_16J_S_1_3,10:14:35,14:56:35,360
16J_16J_S_1_3,14:56:35,15:01:45,310
16J_16J_S_1_3,15:01:45,15:06:35,290
16J_16J_S_1_3,15:06:35,15:20:05,270
16J_16J_S_1_3,15:20:05,15:36:05,240
16J_16J_S_1_3,15:36:05,16:28:35,225
16J_16J_S_1_3,16:28:35,16:39:20,215
16J_16J_S_1_3,16:39:20,17:17:50,210
16J_16J_S_1_3,17:17:50,17:33:10,230
16J_16J_S_1_3,17:33:10,18:05:10,240
16J_16J_S_1_3,18:05:10,18:09:40,270
16J_16J_S_1_3,18:09:40,18:39:40,300
16J_16J_S_1_3,18:39:40,18:44:45,305
16J_16J_S_1_3,18:44:45,19:20:45,360
16J_16J_S_1_3,19:20:45,19:27:05,380
16J_16J_S_1_3,19:27:05,20:06:05,390
16J_16J_S_1_3,20:06:05,21:28:35,450
16J_16J_S_1_3,21:28:35,21:36:35,480
16J_16J_S_1_3,21:36:35,21:45:20,525
16J_16J_S_1_3,21:45:20,23:01:20,570
16J_16J_S_1_3,23:01:20,23:20:50,585
16J_16J_S_1_3,23:20:50,23:52:20,630
16J_16J_S_1_3,23:52:20,24:03:00,640
16J_16J_S_1_3,24:03:00,24:14:00,660
16J_16J_S_1_3,24:14:00,24:38:00,720
16J_16J_S_1_2,05:30:00,05:40:00,600
16J_16J_S_1_2,05:40:00,05:49:30,570
16J_16J_S_1_2,05:49:30,05:58:30,540
16J_16J_S_1_2,05:58:30,06:07:00,510
16J_16J_S_1_2,06:07:00,06:15:00,480
16J_16J_S_1_2,06:15:00,06:22:00,420
16J_16J_S_1_2,06:22:00,06:27:30,330
16J_16J_S_1_2,06:27:30,06:47:30,300
16J_16J_S_1_2,06:47:30,07:07:30,240
16J_16J_S_1_2,07:07:30,07:28:30,180
16J_16J_S_1_2,07:28:30,08:35:00,210
16J_16J_S_1_2,08:35:00,08:43:00,240
16J_16J_S_1_2,08:43:00,09:33:25,275
16J_16J_S_1_2,09:33:25,09:38:50,325
16J_16J_S_1_2,09:38:50,09:44:35,345
16J_16J_S_1_2,09:44:35,15:08:35,360
16J_16J_S_1_2,15:08:35,15:24:35,320
16J_16J_S_1_2,15:24:35,15:34:35,300
16J_16J_S_1_2,15:34:35,15:38:35,240
16J_16J_S_1_2,15:38:35,15:52:35,210
16J_16J_S_1_2,15:52:35,16:08:50,195
16J_16J_S_1_2,16:08:50,16:26:50,180
16J_16J_S_1_2,16:26:50,17:05:20,165
16J_16J_S_1_2,17:05:20,17:08:30,190
16J_16J_S_1_2,17:08:30,17:35:50,205
16J_16J_S_1_2,17:35:50,17:47:50,240
16J_16J_S_1_2,17:47:50,17:56:50,270
16J_16J_S_1_2,17:56:50,18:01:50,300
16J_16J_S_1_2,18:01:50,18:31:50,360
16J_16J_S_1_2,18:31:50,19:17:20,390
16J_16J_S_1_2,19:17:20,21:02:20,450
16J_16J_S_1_2,21:02:20,21:10:35,495
16J_16J_S_1_2,21:10:35,22:20:35,525
16J_16J_S_1_2,22:20:35,22:29:35,540
16J_16J_S_1_2,22:29:35,23:07:35,570
16J_16J_S_1_2,23:07:35,23:46:35,585
16J_16J_S_1_2,23:46:35,23:57:35,660
16J_16J_S_1_2,23:57:35,24:09:45,730
16J_16J_S_1_2,24:09:45,24:22:15,750
16J_16J_S_1_2,24:22:15,24:35:00,765
16J_16J_S_2_1,05:30:00,05:37:55,475
16J_16J_S_2_1,05:37:55,05:53:55,480
16J_16J_S_2_1,05:53:55,06:17:25,470
16J_16J_S_2_1,06:17:25,06:25:00,455
16J_16J_S_2_1,06:25:00,06:34:50,295
16J_16J_S_2_1,06:34:50,06:39:30,280
16J_16J_S_2_1,06:39:30,06:43:40,250
16J_16J_S_2_1,06:43:40,07:02:50,230
16J_16J_S_2_1,07:02:50,07:10:20,225
16J_16J_S_2_1,07:10:20,07:17:10,205
16J_16J_S_2_1,07:17:10,07:27:10,200
16J_16J_S_2_1,07:27:10,07:46:40,195
16J_16J_S_2_1,07:46:40,07:57:00,155
16J_16J_S_2_1,07:57:00,08:17:00,150
16J_16J_S_2_1,08:17:00,08:19:40,160
16J_16J_S_2_1,08:19:40,08:24:40,150
16J_16J_S_2_1,08:24:40,08:27:20,160
16J_16J_S_2_1,08:27:20,08:32:20,150
16J_16J_S_2_1,08:32:20,08:35:30,190
16J_16J_S_2_1,08:35:30,08:42:00,195
16J_16J_S_2_1,08:42:00,08:56:20,215
16J_16J_S_2_1,08:56:20,09:07:35,225
16J_16J_S_2_1,09:07:35,09:16:55,280
16J_16J_S_2_1,09:16:55,09:22:25,330
16J_16J_S_2_1,09:22:25,09:28:05,340
16J_16J_S_2_1,09:28:05,09:51:05,345
16J_16J_S_2_1,09:51:05,14:33:05,360
16J_16J_S_2_1,14:33:05,14:38:55,350
16J_16J_S_2_1,14:38:55,14:44:45,175
16J_16J_S_2_1,14:44:45,14:49:20,275
16J_16J_S_2_1,14:49:20,15:07:20,270
16J_16J_S_2_1,15:07:20,15:25:00,265
16J_16J_S_2_1,15:25:00,15:32:00,210
16J_16J_S_2_1,15:32:00,15:35:15,195
16J_16J_S_2_1,15:35:15,15:46:55,175
16J_16J_S_2_1,15:46:55,15:57:35,160
16J_16J_S_2_1,15:57:35,16:00:25,170
16J_16J_S_2_1,16:00:25,16:11:05,160
16J_16J_S_2_1,16:11:05,16:17:25,190
16J_16J_S_2_1,16:17:25,16:23:55,195
16J_16J_S_2_1,16:23:55,17:09:25,210
16J_16J_S_2_1,17:09:25,17:22:40,265
16J_16J_S_2_1,17:22:40,18:21:20,320
16J_16J_S_2_1,18:21:20,18:26:35,315
16J_16J_S_2_1,18:26:35,18:37:15,320
16J_16J_S_2_1,18:37:15,19:47:40,325
16J_16J_S_2_1,19:47:40,21:05:40,390
16J_16J_S_2_1,21:05:40,21:33:00,410
16J_16J_S_2_1,21:33:00,21:39:40,400
16J_16J_S_2_1,21:39:40,22:48:00,410
16J_16J_S_2_1,22:48:00,22:55:35,455
16J_16J_S_2_1,22:55:35,24:29:35,470
16J_16J_S_2_1,24:29:35,24:38:55,560
16J_16J_S_2_0,05:30:00,06:10:00,480
16J_16J_S_2_0,06:10:00,06:17:30,450
16J_16J_S_2_0,06:17:30,06:24:00,390
16J_16J_S_2_0,06:24:00,06:36:00,360
16J_16J_S_2_0,06:36:00,06:41:50,350
16J_16J_S_2_0,06:41:50,06:58:35,335
16J_16J_S_2_0,06:58:35,07:21:05,270
16J_16J_S_2_0,07:21:05,07:40:15,230
16J_16J_S_2_0,07:40:15,07:47:45,225
16J_16J_S_2_0,07:47:45,07:55:05,220
16J_16J_S_2_0,07:55:05,08:02:05,210
16J_16J_S_2_0,08:02:05,08:17:55,190
16J_16J_S_2_0,08:17:55,08:56:55,195
16J_16J_S_2_0,08:56:55,09:03:35,200
16J_16J_S_2_0,09:03:35,09:35:05,210
16J_16J_S_2_0,09:35:05,09:38:45,220
16J_16J_S_2_0,09:38:45,09:53:45,225
16J_16J_S_2_0,09:53:45,09:57:50,245
16J_16J_S_2_0,09:57:50,10:13:05,305
16J_16J_S_2_0,10:13:05,10:30:05,340
16J_16J_S_2_0,10:30:05,14:54:05,360
16J_16J_S_2_0,14:54:05,14:59:05,300
16J_16J_S_2_0,14:59:05,15:03:35,270
16J_16J_S_2_0,15:03:35,15:29:05,255
16J_16J_S_2_0,15:29:05,15:41:05,240
16J_16J_S_2_0,15:41:05,15:58:35,210
16J_16J_S_2_0,15:58:35,16:14:50,195
16J_16J_S_2_0,16:14:50,16:20:20,165
16J_16J_S_2_0,16:20:20,16:25:40,160
16J_16J_S_2_0,16:25:40,17:04:10,165
16J_16J_S_2_0,17:04:10,17:10:40,195
16J_16J_S_2_0,17:10:40,17:14:00,200
16J_16J_S_2_0,17:14:00,17:52:30,210
16J_16J_S_2_0,17:52:30,17:57:00,270
16J_16J_S_2_0,17:57:00,18:52:00,300
16J_16J_S_2_0,18:52:00,18:57:10,310
16J_16J_S_2_0,18:57:10,19:13:10,320
16J_16J_S_2_0,19:13:10,20:11:40,390
16J_16J_S_2_0,20:11:40,20:38:20,400
16J_16J_S_2_0,20:38:20,23:22:20,410
16J_16J_S_2_0,23:22:20,23:58:35,435
16J_16J_S_2_0,23:58:35,24:06:00,445
16J_16J_S_2_0,24:06:00,24:30:00,480
16J_16J_S_4_0,05:30:00,06:20:00,600
16J_16J_S_4_0,06:20:00,06:38:00,360
16J_16J_S_4_0,06:38:00,06:54:30,330
16J_16J_S_4_0,06:54:30,08:36:20,235
16J_16J_S_4_0,08:36:20,08:40:20,240
16J_16J_S_4_0,08:40:20,09:25:20,270
16J_16J_S_4_0,09:25:20,09:30:30,310
16J_16J_S_4_0,09:30:30,09:40:00,570
16J_16J_S_4_0,09:40:00,15:00:00,600
16J_16J_S_4_0,15:00:00,15:07:00,420
16J_16J_S_4_0,15:07:00,15:19:00,360
16J_16J_S_4_0,15:19:00,15:28:00,270
16J_16J_S_4_0,15:28:00,15:40:00,240
16J_16J_S_4_0,15:40:00,18:16:40,235
16J_16J_S_4_0,18:16:40,18:25:40,270
16J_16J_S_4_0,18:25:40,18:31:30,350
16J_16J_S_4_0,18:31:30,20:00:00,590
16J_16J_S_4_0,20:00:00,25:00:00,600
16J_16J_S_4_1,05:30:00,06:20:00,600
16J_16J_S_4_1,06:20:00,06:38:00,360
16J_16J_S_4_1,06:38:00,06:43:15,315
16J_16J_S_4_1,06:43:15,06:52:25,275
16J_16J_S_4_1,06:52:25,08:53:50,235
16J_16J_S_4_1,08:53:50,09:16:20,270
16J_16J_S_4_1,09:16:20,09:21:00,280
16J_16J_S_4_1,09:21:00,09:30:00,540
16J_16J_S_4_1,09:30:00,15:00:00,600
16J_16J_S_4_1,15:00:00,15:18:00,360
16J_16J_S_4_1,15:18:00,15:30:00,240
16J_16J_S_4_1,15:30:00,17:58:50,235
16J_16J_S_4_1,17:58:50,18:25:50,270
16J_16J_S_4_1,18:25:50,18:32:35,405
16J_16J_S_4_1,18:32:35,19:40:15,580
16J_16J_S_4_1,19:40:15,19:50:00,585
16J_16J_S_4_1,19:50:00,25:00:00,600
16J_16J_S_5_3,05:30:00,05:47:00,510
16J_16J_S_5_3,05:47:00,06:01:30,435
16J_16J_S_5_3,06:01:30,06:07:40,370
16J_16J_S_5_3,06:07:40,06:12:45,305
16J_16J_S_5_3,06:12:45,06:21:55,275
16J_16J_S_5_3,06:21:55,07:51:55,270
16J_16J_S_5_3,07:51:55,08:08:35,250
16J_16J_S_5_3,08:08:35,08:12:50,255
16J_16J_S_5_3,08:12:50,08:35:20,270
16J_16J_S_5_3,08:35:20,08:39:55,275
16J_16J_S_5_3,08:39:55,08:54:55,300
16J_16J_S_5_3,08:54:55,09:00:55,360
16J_16J_S_5_3,09:00:55,14:51:55,390
16J_16J_S_5_3,14:51:55,14:57:30,335
16J_16J_S_5_3,14:57:30,18:17:30,300
16J_16J_S_5_3,18:17:30,18:23:25,355
16J_16J_S_5_3,18:23:25,20:33:25,390
16J_16J_S_5_3,20:33:25,20:40:25,420
16J_16J_S_5_3,20:40:25,20:47:55,450
16J_16J_S_5_3,20:47:55,23:05:55,460
16J_16J_S_5_3,23:05:55,23:21:55,480
16J_16J_S_5_3,23:21:55,23:30:00,485
16J_16J_S_5_3,23:30:00,24:05:00,525
16J_16J_S_5_3,24:05:00,24:15:00,600
16J_16J_S_5_2,05:30:00,05:51:00,630
16J_16J_S_5_2,05:51:00,06:05:30,435
16J_16J_S_5_2,06:05:30,06:10:30,300
16J_16J_S_5_2,06:10:30,08:52:30,270
16J_16J_S_5_2,08:52:30,08:57:30,300
16J_16J_S_5_2,08:57:30,09:08:10,320
16J_16J_S_5_2,09:08:10,09:14:30,380
16J_16J_S_5_2,09:14:30,14:52:30,390
16J_16J_S_5_2,14:52:30,18:17:30,300
16J_16J_S_5_2,18:17:30,21:00:00,390
16J_16J_S_5_2,21:00:00,22:55:00,460
16J_16J_S_5_2,22:55:00,23:03:00,480
16J_16J_S_5_2,23:03:00,23:11:15,495
16J_16J_S_5_2,23:11:15,23:55:00,525
16J_16J_S_5_2,23:55:00,24:04:25,565
16J_16J_S_5_2,24:04:25,24:15:00,635
16J_16J_A_1_3,05:30:00,07:25:30,630
16J_16J_A_1_3,07:25:30,08:12:10,560
16J_16J_A_1_3,08:12:10,10:43:40,505
16J_16J_A_1_3,10:43:40,12:00:20,460
16J_16J_A_1_3,12:00:20,12:07:20,420
16J_16J_A_1_3,12:07:20,18:24:20,390
16J_16J_A_1_3,18:24:20,18:31:20,420
16J_16J_A_1_3,18:31:20,19:25:00,460
16J_16J_A_1_3,19:25:00,21:22:50,505
16J_16J_A_1_3,21:22:50,24:01:30,560
16J_16J_A_1_3,24:01:30,24:12:00,630
16J_16J_A_1_3,24:12:00,24:23:00,660
16J_16J_A_1_3,24:23:00,25:08:00,675
16J_16J_A_1_2,05:30:00,08:07:30,630
16J_16J_A_1_2,08:07:30,08:54:10,560
16J_16J_A_1_2,08:54:10,09:02:45,515
16J_16J_A_1_2,09:02:45,10:01:40,505
16J_16J_A_1_2,10:01:40,12:04:20,460
16J_16J_A_1_2,12:04:20,18:27:50,390
16J_16J_A_1_2,18:27:50,18:35:20,450
16J_16J_A_1_2,18:35:20,20:07:20,460
16J_16J_A_1_2,20:07:20,20:15:35,495
16J_16J_A_1_2,20:15:35,22:05:00,505
16J_16J_A_1_2,22:05:00,22:14:10,550
16J_16J_A_1_2,22:14:10,23:19:30,560
16J_16J_A_1_2,23:19:30,24:54:00,630
16J_16J_A_1_2,24:54:00,25:05:00,660
16J_16J_A_2_1,05:30:00,05:41:10,670
16J_16J_A_2_1,05:41:10,05:52:10,660
16J_16J_A_2_1,05:52:10,06:02:25,615
16J_16J_A_2_1,06:02:25,06:12:35,610
16J_16J_A_2_1,06:12:35,06:22:35,600
16J_16J_A_2_1,06:22:35,08:32:05,555
16J_16J_A_2_1,08:32:05,09:08:45,550
16J_16J_A_2_1,09:08:45,10:33:45,510
16J_16J_A_2_1,10:33:45,10:41:10,445
16J_16J_A_2_1,10:41:10,11:54:30,440
16J_16J_A_2_1,11:54:30,12:01:45,435
16J_16J_A_2_1,12:01:45,12:15:25,410
16J_16J_A_2_1,12:15:25,12:22:05,400
16J_16J_A_2_1,12:22:05,12:28:40,395
16J_16J_A_2_1,12:28:40,18:53:40,385
16J_16J_A_2_1,18:53:40,19:00:10,390
16J_16J_A_2_1,19:00:10,19:14:40,435
16J_16J_A_2_1,19:14:40,20:20:40,440
16J_16J_A_2_1,20:20:40,20:52:00,470
16J_16J_A_2_1,20:52:00,21:08:00,480
16J_16J_A_2_1,21:08:00,21:33:30,510
16J_16J_A_2_1,21:33:30,23:24:30,555
16J_16J_A_2_1,23:24:30,24:14:30,600
16J_16J_A_2_1,24:14:30,24:46:00,630
16J_16J_A_2_1,24:46:00,24:57:10,670
16J_16J_A_2_1,24:57:10,25:09:00,710
16J_16J_A_2_0,05:30:00,05:52:30,675
16J_16J_A_2_0,05:52:30,06:03:35,665
16J_16J_A_2_0,06:03:35,06:36:35,660
16J_16J_A_2_0,06:36:35,07:07:20,615
16J_16J_A_2_0,07:07:20,07:44:20,555
16J_16J_A_2_0,07:44:20,08:11:50,550
16J_16J_A_2_0,08:11:50,10:19:20,510
16J_16J_A_2_0,10:19:20,10:27:45,505
16J_16J_A_2_0,10:27:45,12:39:45,440
16J_16J_A_2_0,12:39:45,12:47:00,435
16J_16J_A_2_0,12:47:00,13:00:40,410
16J_16J_A_2_0,13:00:40,13:14:00,400
16J_16J_A_2_0,13:14:00,18:47:40,385
16J_16J_A_2_0,18:47:40,18:54:10,390
16J_16J_A_2_0,18:54:10,19:08:40,435
16J_16J_A_2_0,19:08:40,21:13:20,440
16J_16J_A_2_0,21:13:20,21:36:50,470
16J_16J_A_2_0,21:36:50,21:52:50,480
16J_16J_A_2_0,21:52:50,22:18:20,510
16J_16J_A_2_0,22:18:20,22:27:05,525
16J_16J_A_2_0,22:27:05,23:50:20,555
16J_16J_A_2_0,23:50:20,24:18:50,570
16J_16J_A_2_0,24:18:50,24:48:50,600
16J_16J_A_2_0,24:48:50,25:00:00,670
16J_16J_A_4_0,05:30:00,25:30:00,600
16J_16J_A_4_1,05:30:00,25:30:00,600
16J_16J_A_5_3,05:30:00,08:04:00,660
16J_16J_A_5_3,08:04:00,09:07:00,630
16J_16J_A_5_3,09:07:00,19:36:00,510
16J_16J_A_5_3,19:36:00,22:03:00,630
16J_16J_A_5_3,22:03:00,24:15:00,660
16J_16J_A_5_2,05:30:00,08:04:00,660
16J_16J_A_5_2,08:04:00,09:28:00,630
16J_16J_A_5_2,09:28:00,19:57:00,510
16J_16J_A_5_2,19:57:00,22:03:00,630
16J_16J_A_5_2,22:03:00,24:15:00,660
16J_16J_I_1_3,05:30:00,07:25:30,630
16J_16J_I_1_3,07:25:30,08:40:10,560
16J_16J_I_1_3,08:40:10,12:19:00,505
16J_16J_I_1_3,12:19:00,15:00:00,460
16J_16J_I_1_3,15:00:00,18:23:00,420
16J_16J_I_1_3,18:23:00,18:31:20,500
16J_16J_I_1_3,18:31:20,22:18:35,505
16J_16J_I_1_3,22:18:35,22:29:00,625
16J_16J_I_1_3,22:29:00,24:03:30,630
16J_16J_I_1_3,24:03:30,24:38:00,690
16J_16J_I_1_2,05:30:00,08:07:30,630
16J_16J_I_1_2,08:07:30,09:22:10,560
16J_16J_I_1_2,09:22:10,09:30:45,515
16J_16J_I_1_2,09:30:45,11:37:00,505
16J_16J_I_1_2,11:37:00,14:18:00,460
16J_16J_I_1_2,14:18:00,18:23:00,420
16J_16J_I_1_2,18:23:00,21:36:35,505
16J_16J_I_1_2,21:36:35,21:45:50,555
16J_16J_I_1_2,21:45:50,23:00:30,560
16J_16J_I_1_2,23:00:30,24:35:00,630
16J_16J_I_2_1,05:30:00,06:41:10,610
16J_16J_I_2_1,06:41:10,06:51:15,605
16J_16J_I_2_1,06:51:15,07:01:15,600
16J_16J_I_2_1,07:01:15,09:10:45,555
16J_16J_I_2_1,09:10:45,09:38:15,550
16J_16J_I_2_1,09:38:15,11:29:50,515
16J_16J_I_2_1,11:29:50,13:04:50,475
16J_16J_I_2_1,13:04:50,13:12:30,460
16J_16J_I_2_1,13:12:30,17:11:40,410
16J_16J_I_2_1,17:11:40,18:39:40,440
16J_16J_I_2_1,18:39:40,20:13:40,470
16J_16J_I_2_1,20:13:40,21:47:10,510
16J_16J_I_2_1,21:47:10,22:33:25,555
16J_16J_I_2_1,22:33:25,24:04:55,610
16J_16J_I_2_1,24:04:55,24:27:15,670
16J_16J_I_2_1,24:27:15,24:39:00,705
16J_16J_I_2_0,05:30:00,06:03:30,670
16J_16J_I_2_0,06:03:30,06:14:25,655
16J_16J_I_2_0,06:14:25,07:45:55,610
16J_16J_I_2_0,07:45:55,08:13:40,555
16J_16J_I_2_0,08:13:40,08:32:00,550
16J_16J_I_2_0,08:32:00,08:41:05,545
16J_16J_I_2_0,08:41:05,12:07:05,515
16J_16J_I_2_0,12:07:05,13:50:00,475
16J_16J_I_2_0,13:50:00,13:57:40,460
16J_16J_I_2_0,13:57:40,17:50:00,410
16J_16J_I_2_0,17:50:00,19:32:40,440
16J_16J_I_2_0,19:32:40,20:58:50,470
16J_16J_I_2_0,20:58:50,22:32:20,510
16J_16J_I_2_0,22:32:20,23:09:20,555
16J_16J_I_2_0,23:09:20,23:49:20,600
16J_16J_I_2_0,23:49:20,24:30:00,610
16J_16J_I_4_0,05:30:00,25:00:00,600
16J_16J_I_4_1,05:30:00,25:00:00,600
16J_16J_I_5_3,05:30:00,08:04:00,660
16J_16J_I_5_3,08:04:00,09:07:00,630
16J_16J_I_5_3,09:07:00,19:36:00,510
16J_16J_I_5_3,19:36:00,22:03:00,630
16J_16J_I_5_3,22:03:00,24:15:00,660
16J_16J_I_5_2,05:30:00,08:04:00,660
16J_16J_I_5_2,08:04:00,09:28:00,630
16J_16J_I_5_2,09:28:00,19:57:00,510
16J_16J_I_5_2,19:57:00,22:03:00,630
16J_16J_I_5_2,22:03:00,24:15:00,660
